Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Violation of probation returns Monson teen to detention center: [All Edition],"[Bridget Burke] had been sitting with Reed in the Reed family pickup truck in front of the Monson Laundromat when the boy shot her in the chest with a .38-caliber revolver he found in the glove compartment. He said later that he didn't know the gun was loaded. Since his release, however, Reed has failed to abide by the probation requirements, it was noted in court Monday. On at least two occasions, Reed was in possession of alcohol and at least three times, he failed a urine test, Assistant Attorney General Andrew Benson said Monday, in a courtroom filled with relatives of both Reed and the slain girl. Both Benson and Reed's attorney, David Gray of Dover-Foxcroft, agreed that Reed's problem with alcohol would best be addressed by terminating his probation and ordering him to serve his underlying sentence at the Maine Youth Center until his 18th birthday.",414046729,Newspapers,"Bowley, Diana;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Jun 12, 2001",0892-8738, English, English, 1," Bangor, Me.","Jun 12, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/violation-probation-returns-monson-teen-detention/docview/414046729/se-2?accountid=8505,,,, 1,," Reed, Jesse , Burke, Bridget , Benson, Andrew",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Violation+of+probation+returns+Monson+teen+to+detention+center%3A+%5BAll+Edition%5D&amp;rft.au=Bowley%2C+Diana%3BOf+the+NEWS+Staff&amp;rft.aulast=Bowley&amp;rft.aufirst=Diana&amp;rft.date=2001-06-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Probation violations land criminal back in jail: [4 Edition],"The standoff, for which [James Farnham] served nine months, mostly in a Portland halfway house, occurred when Farnham barricaded himself in an apartment on Bolling Drive in Bangor and refused to come out or to talk with federal agents for four hours. Members of the Bangor Special Response Tactical Team had to break down the door to reach Farnham shortly after noon that day. Earlier in the day Farnham had failed to show up for a federal court appearance, resulting in an arrest warrant. [Margaret J. Kravchuk] granted Bangor defense attorney Perry O'Brian's request to research places where Farnham could stay pending further court action. His grandparents in Levant have housed him before and are ""responsible people,"" the judge said. Yet they are elderly and have health problems and another grandson to deal with at this point, the judge noted.",414075944,Newspapers,"Garland, Nancy;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," May 30, 2001",0892-8738, English, English, 3," Bangor, Me.","May 30, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/probation-violations-land-criminal-back-jail/docview/414075944/se-2?accountid=8505,,,, 3,," Farnham, James",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Probation+violations+land+criminal+back+in+jail%3A+%5B4+Edition%5D&amp;rft.au=Garland%2C+Nancy%3BOf+the+NEWS+Staff&amp;rft.aulast=Garland&amp;rft.aufirst=Nancy&amp;rft.date=2001-05-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Thomaston inmates double up in cells: [All Edition],"The primary cause of the current overcrowding is the 1995 change in sentencing policy regarding ""good time"" credit earned by prisoners, Lord said. Legislation reduced the amount of days taken off inmates' sentences each month for good behavior. Lord also pointed to the 1976 abolishment of parole in Maine as another reason the state has retained more prisoners. [Larry L. Richardson] died while he was imprisoned with another inmate in a segregation unit at the maximum-security prison. His cellmate and another inmate were charged with murder. Lawyers for the two inmates alleged that prison employees were negligent because they failed to protect Richardson, despite knowing that he had a history of suicide attempts and had been a target of harassment by other inmates. The overflow of inmates is coming primarily from the Maine Correctional Center in South Windham, which has been double- and triple-bunking prisoners, [Warden Jeffrey Merrill] said. That institute gets more inmates because it houses offenders who have been sentenced to less than eight years.",414032300,Newspapers,"Robicheau, Leanne M;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," May 26, 2001",0892-8738, English, English, 1," Bangor, Me.","May 26, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/thomaston-inmates-double-up-cells/docview/414032300/se-2?accountid=8505,,,, 1,," Merrill, Warden Jeffrey , Barkan, Steven , Sturks, James , Richardson, Larry L",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Thomaston+inmates+double+up+in+cells%3A+%5BAll+Edition%5D&amp;rft.au=Robicheau%2C+Leanne+M%3BOf+the+NEWS+Staff&amp;rft.aulast=Robicheau&amp;rft.aufirst=Leanne&amp;rft.date=2001-05-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
MCVEIGH'S STAY OF EXECUTION REVIVES DEATH PENALTY DISPUTE What should society do to both punish murderers and protect itself?: [FINAL Edition],"[William Tucker] concludes, ""The one ray of hope has been in the recent rise of executions. Publicizing of the death penalty seems to be penetrating the criminal mind. As executions have risen steeply in the mid-1990s, the murder rate has dropped precipitously. We are at least back to a level of 1969 - still more than double the days when the death penalty was routinely enforced, but well below the peak of the execution-free 1980s."" This is the essence of the Catholic view. While giving all murderers life without parole is a sound principle, we are so far from it in practical terms that we will be living in hanging gardens on the moon before it becomes general law. Remember the six-year murder sentences, and the 821 victims of already-convicted murderers? That's the reality we face. Meanwhile, my friends who are murderers are safe - Maine hasn't had the death penalty for more than a century. But compassion for the murderers you know has to be weighed in the balance with greater compassion for the victims you never met - and for the potential victims who will remain alive if killers can never kill again.",276977366,Newspapers,"Harmon, M D",, Copyright 2001 Blethen Maine Newspapers Inc., NEWSPAPER," May 21, 2001",2689-5900, English, English, 7A," Portland, Me.","May 21, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/mcveighs-stay-execution-revives-death-penalty/docview/276977366/se-2?accountid=8505,,,, 7.A,," Tucker, William",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=MCVEIGH%27S+STAY+OF+EXECUTION+REVIVES+DEATH+PENALTY+DISPUTE+What+should+society+do+to+both+punish+murderers+and+protect+itself%3F%3A+%5BFINAL+Edition%5D&amp;rft.au=Harmon%2C+M+D&amp;rft.aulast=Harmon&amp;rft.aufirst=M&amp;rft.date=2001-05-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7.A&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
"MARGARET ANDERSON, 81, SCHOOLTEACHER, PROBATION OFFICER: [FINAL EDITION]","Surviving are two daughters, Karen V. Douglass of South Portland and Nancy A. Downs of Brunswick; two sisters, Flora E. Marley of New Smyrna Beach, Fla., and Sebago, and Grace B. Gilpatrick of South Hiram; and four grandchildren. She graduated from the Northeastern School of Accounting in 1950, received her bachelor of science degree in education from the University of Maine in 1967 and her master's in education in 1970 from the University of Maine at Portland-Gorham (now the University of Southern Maine). She also graduated from a special criminal justice program at American University in Washington, D.C., in 1969.",276975227,Newspapers,"Connerty-Marin, David", University of Southern Maine, Copyright 2001 Blethen Maine Newspapers Inc., NEWSPAPER," May 19, 2001",2689-5900, English, English, 7B," Portland, Me.","May 19, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/margaret-anderson-81-schoolteacher-probation/docview/276975227/se-2?accountid=8505,,,, 7.B,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=MARGARET+ANDERSON%2C+81%2C+SCHOOLTEACHER%2C+PROBATION+OFFICER%3A+%5BFINAL+EDITION%5D&amp;rft.au=Connerty-Marin%2C+David&amp;rft.aulast=Connerty-Marin&amp;rft.aufirst=David&amp;rft.date=2001-05-19&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7.B&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Death penalty bill denied House rejects proposal to execute child killers: [All Edition],"The chairman of that committee, Rep Edward Povich, D-Ellsworth, agreed that the murder of child is a ""horrible crime no matter what the age,"" but the death penalty does not serve as a deterrent. The committee heard expert testimony that the death penalty is more expensive to administer than life without parole, can be applied with racial bias and can result in gross miscarriage of justice when an innocent person is executed. Sending an innocent person to execution is the ""ultimate miscarriage of justice,"" Povich said Research cited during a recent committee hearing disclosed 400 cases of innocent prisoners being executed during the 20th century, Povich said. In Oklahoma alone, a dozen men on death row were set free when it was determined that a police chemist falsified testimony, Povich said.",414231256,Newspapers,"Meara, Emmet;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," May 17, 2001",0892-8738, English, English, 1," Bangor, Me.","May 17, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/death-penalty-bill-denied-house-rejects-proposal/docview/414231256/se-2?accountid=8505,,,, 1,," Mello, Lois Snowe- , Palmer, Angela , Povich, Edward",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Death+penalty+bill+denied+House+rejects+proposal+to+execute+child+killers%3A+%5BAll+Edition%5D&amp;rft.au=Meara%2C+Emmet%3BOf+the+NEWS+Staff&amp;rft.aulast=Meara&amp;rft.aufirst=Emmet&amp;rft.date=2001-05-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Enfield boy admits taking gun to school 11-year-old sentenced to 2 years probation: [All Edition],"Appearing in 13th District Court in Lincoln on Tuesday, Justin Landry, through his attorney, James C. Munch III, of Bangor, changed his earlier plea where he denied two felony charges of reckless conduct in connection with the discharge of a firearm at the Enfield Station Elementary School on March 21 and the charge of possessing a firearm on public school property. [Dan Wood] said [Landry] took the gun to school and on the bus ride showed it to another pupil. Later in a school bathroom, he and another pupil ""played around"" with the gun. When Landry was alone in the restroom, he loaded the gun and fired it directly into the floor, said the assistant district attorney. Judge Kevin Stitham agreed to the sentence recommended by Wood. Landry, accompanied by Munch, approached the judge, who told Landry that if he violated the terms of his probation during the next two years, he risked going to the Maine Youth Center.",414050689,Newspapers,"Lagasse, Mary Anne;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," May 16, 2001",0892-8738, English, English, 1," Bangor, Me.","May 16, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/enfield-boy-admits-taking-gun-school-11-year-old/docview/414050689/se-2?accountid=8505,,,, 1,," Munch, James C III , Wood, Dan",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Enfield+boy+admits+taking+gun+to+school+11-year-old+sentenced+to+2+years+probation%3A+%5BAll+Edition%5D&amp;rft.au=Lagasse%2C+Mary+Anne%3BOf+the+NEWS+Staff&amp;rft.aulast=Lagasse&amp;rft.aufirst=Mary&amp;rft.date=2001-05-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Bar Harbor resident faces multiple charges: [3 Edition],"Monday afternoon, [Jon Turner] was arrested for violating his parole, and on new charges of burglary and criminal mischief, when police said he broke into and vandalized the apartment of an acquaintance on Paluga Lane in Bar Harbor after being released from the hospital.",414035854,Newspapers,,, (Copyright 2001 Bangor Daily News), NEWSPAPER," May 8, 2001",0892-8738, English, English, 2," Bangor, Me.","May 8, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/bar-harbor-resident-faces-multiple-charges/docview/414035854/se-2?accountid=8505,,,, 2,," Turner, Jon",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Bar+Harbor+resident+faces+multiple+charges%3A+%5B3+Edition%5D&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2001-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Little League girls' coaches in raffle rift Four in Westbrook are on probation for a protest over perceived inequity.: [Final Edition],"Each division of the Westbrook Little League holds its own raffle. But the boys' Little League raffle is held first, and it features prizes awarded to top sellers on opening day. The girls' softball raffle is just starting. The girls also can earn prizes. But on opening day, all they can do is watch the boys collect their prizes in front of hundreds of fans. In February, the softball coaches had asked some members of the league's board of directors if they could be included in the boys' raffle and if the girls could have a chance to win prizes on opening day, just like the boys. The softball coaches wanted a unified, all- league raffle. So [Pete Wescott], [Roger Morse] and their supporters remained outside for two hours while the board met. When [George Apt] emerged from the meeting, he told the crowd that Wescott, Morse and two other softball coaches whose teams had participated in the walkout were on probation for the season. He told the crowd that the men could coach during the regular season, but were banned from coaching in the state playoffs.",277024856,Newspapers,TOM CHARD Staff Writer,, Copyright 2001 Blethen Maine Newspapers Inc., NEWSPAPER," May 3, 2001",2689-5900, English, English, 1A," Portland, Me.","May 3, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/little-league-girls-coaches-raffle-rift-four/docview/277024856/se-2?accountid=8505,,,, 1.A,," Wescott, Pete , Morse, Roger , Apt, George",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Little+League+girls%27+coaches+in+raffle+rift+Four+in+Westbrook+are+on+probation+for+a+protest+over+perceived+inequity.%3A+%5BFinal+Edition%5D&amp;rft.au=TOM+CHARD+Staff+Writer&amp;rft.aulast=TOM+CHARD+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2001-05-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1.A&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Killer on probation faces jail time: [3 Edition],"In 1998, [Floyd Firth Jr.] was ordered to serve seven days in jail for writing bad checks. Last November, he tested positive for marijuana and struck a deal that allowed him to remain free for three months. If Firth could stay out of trouble during that period, his sentence would be 60 days in jail. He is due in court today for that sentencing. On April 20, Firth was arrested in Damariscotta for OUI and possession of liquor, [Lara Nomani] said. Nomani said Firth's blood alcohol level was 0.13. The legal limit in Maine is 0.08. She asked the court to deny bail. Defense attorney William Pagnano said his client had been out of jail for five years and that none of his ""falling offs"" in the past year involved violence. He argued that Firth has strong ties to the community and owns property in Damariscotta. Pagnano told the judge Firth was a student of his when he taught at Rockland District High School.",414080688,Newspapers,"Robicheau, Leanne M;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Apr 27, 2001",0892-8738, English,, 3," Bangor, Me.","Apr 27, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/killer-on-probation-faces-jail-time/docview/414080688/se-2?accountid=8505,,,, 3,," Drug legalization , Firth, Floyd Jr , Atwood, John , Nomani, Lara",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Killer+on+probation+faces+jail+time%3A+%5B3+Edition%5D&amp;rft.au=Robicheau%2C+Leanne+M%3BOf+the+NEWS+Staff&amp;rft.aulast=Robicheau&amp;rft.aufirst=Leanne&amp;rft.date=2001-04-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Excessive jail term prompts inquiry at Bangor facility: [All Edition],"The recent incident has prompted the jail to review its procedures when releasing an inmate at the request of local probation officers, according to Penobscot County Sheriff's Department Capt. Cheryl Gallant, who confirmed Friday that the department had begun an internal investigation into a case in which an inmate was ""inadvertently"" held at the jail. Charles O'Roak, regional correctional administrator for the Department of Corrections Bangor-based probation and parole bureau, said his department, too, would review its procedures when requesting the release of a person picked up on a probation hold. In a system in which probation officers and jail personnel often are on first-name bases, O'Roak said the local department does not require a written authorization of release. However, O'Roak said he would meet with jail officials next week to discuss measures both departments could take to ensure the situation does not repeat itself.",414100422,Newspapers,"Tuttle, Jeff;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Mar 24, 2001",0892-8738, English, English, 1," Bangor, Me.","Mar 24, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/excessive-jail-term-prompts-inquiry-at-bangor/docview/414100422/se-2?accountid=8505,,,, 1,," Gallant, Cheryl , O Roak, Charles , Davis, Tom",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Excessive+jail+term+prompts+inquiry+at+Bangor+facility%3A+%5BAll+Edition%5D&amp;rft.au=Tuttle%2C+Jeff%3BOf+the+NEWS+Staff&amp;rft.aulast=Tuttle&amp;rft.aufirst=Jeff&amp;rft.date=2001-03-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"BONNY EAGLE TAKEN OFF PROBATION, BUT RETAINS `WARNING' STATUS An accrediting agency says the school has fixed many problems but must still demonstrate progress in two key areas.: [FINAL Edition]","""Probation says, you're not living up to our standards. A warning says, you've put things in place, and you'll remain on warning until you show us the plan is working."" Phil Blood, assistant superintendent Bonny Eagle High School has corrected enough academic and building shortcomings to be removed from probation by a regional accrediting agency. The school will remain on warning status with the New England Association of Schools and Colleges until at least March 2002. That's when the association will review Bonny Eagle's progress in improving its curriculum and assessment of student learning. ""Probation says, you're not living up to our standards,"" Assistant Superintendent Phil Blood said. ""A warning says, you've put things in place, and you'll remain on warning until you show us the plan is working.""",277058985,Newspapers,GRACE MURPHY Staff Writer,, Copyright 2001 Blethen Maine Newspapers Inc., NEWSPAPER," Mar 24, 2001",2689-5900, English, English, 1B," Portland, Me.","Mar 24, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/bonny-eagle-taken-off-probation-retains-warning/docview/277058985/se-2?accountid=8505,,,, 1.B,," Blood, Phil",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=BONNY+EAGLE+TAKEN+OFF+PROBATION%2C+BUT+RETAINS+%60WARNING%27+STATUS+An+accrediting+agency+says+the+school+has+fixed+many+problems+but+must+still+demonstrate+progress+in+two+key+areas.%3A+%5BFINAL+Edition%5D&amp;rft.au=GRACE+MURPHY+Staff+Writer&amp;rft.aulast=GRACE+MURPHY+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2001-03-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1.B&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Probation violation leads to detention Teen makes return trip to juvenile center: [1 Edition],"He will appear Friday in District Court in Caribou on the first alleged violation of probation, which reportedly occurred on Feb. 27. He was charged last Tuesday, March 14, with a second violation of probation, and returned to the juvenile center on Wednesday, according to Assistant District Attorney Rob Langner. On Feb. 27, [Nathan Anderson] was charged with violation of probation for being out of his parents' home while under house arrest. Anderson has denied the allegation, which will be dealt with in court Friday. The probation violation of March 14 allegedly involved the consumption of alcohol, Langner said. Anderson reportedly admitted to the violation and was returned to the detention center.",414089825,Newspapers,"Banville, Beurmond;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Mar 20, 2001",0892-8738, English, English, 2," Bangor, Me.","Mar 20, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/probation-violation-leads-detention-teen-makes/docview/414089825/se-2?accountid=8505,,,, 2,," Anderson, Nathan , Langner, Rob",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Probation+violation+leads+to+detention+Teen+makes+return+trip+to+juvenile+center%3A+%5B1+Edition%5D&amp;rft.au=Banville%2C+Beurmond%3BOf+the+NEWS+Staff&amp;rft.aulast=Banville&amp;rft.aufirst=Beurmond&amp;rft.date=2001-03-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Funeral director violates probation: [1 Edition],"Rather than undergo a drug test last month, as required by conditions of his probation, Lancaster voluntarily admitted to using marijuana, according to court records. The funeral director also turned over a bag containing three-fourths of an ounce of the drug and a pipe used to smoke the drug, court records said. The probation revocation hearing was held March 7 in Maine District Court in Fort Kent before Judge Ronald A. Daigle.",414071563,Newspapers,"Sund, Debra;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Mar 13, 2001",0892-8738, English, English, 2," Bangor, Me.","Mar 13, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/funeral-director-violates-probation/docview/414071563/se-2?accountid=8505,,,, 2,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Funeral+director+violates+probation%3A+%5B1+Edition%5D&amp;rft.au=Sund%2C+Debra%3BOf+the+NEWS+Staff&amp;rft.aulast=Sund&amp;rft.aufirst=Debra&amp;rft.date=2001-03-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
'NO ARREST' EDICT DRAWS CRITICISM Some officials are concerned that probation officers are told not to arrest juvenile clients.: [Final Edition],"The Department of Corrections says the change, which has been in effect three weeks, is intended to make better use of the time and training of juvenile community corrections officers. If they manage their caseload well, juvenile crime and the societal costs associated with it will decrease, says Barry Stoodley, associate commissioner of the Department of Corrections. The number of arrests made by a juvenile probation officer varies widely from almost none to two or three a month, officials say. The numbers tend to be higher in cities, where a probation officer is more likely to encounter youths outside the office. Stoodley cited North Dakota, where juvenile caseworkers do not have powers of arrest but focus solely on managing their clients' cases. In that state recidivism is among the lowest in the country, compared to Maine - which he believes is relatively high. The state lacks statistics on juvenile recidivism in Maine, though it has started such tracking, he said.",276949056,Newspapers,DAVID HENCH Staff Writer,, Copyright 2001 Blethen Maine Newspapers Inc., NEWSPAPER," Feb 22, 2001",2689-5900, English, English, 1B," Portland, Me.","Feb 22, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/no-arrest-edict-draws-criticism-some-officials/docview/276949056/se-2?accountid=8505,,,, 1.B,," Stoodley, Barry , Boothby, Doug",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=%27NO+ARREST%27+EDICT+DRAWS+CRITICISM+Some+officials+are+concerned+that+probation+officers+are+told+not+to+arrest+juvenile+clients.%3A+%5BFinal+Edition%5D&amp;rft.au=DAVID+HENCH+Staff+Writer&amp;rft.aulast=DAVID+HENCH+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2001-02-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1.B&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
